,Unnamed: 0,stats_id,weapon_x,initiated,strip_location,body_location,created_date,gfycat_gfy_id,tournament_id,weapon_y,gender,fotl_name,fotr_name,left_score,right_score,touch,download_url
2,5,SpotlessBoldBarnswallow,sabre,fotr,middle,head,1592344478,SpotlessBoldBarnswallow,budapestsabre2019,sabre,male,Iulian Teodosiu,James Honeybone,11,14,right,https://clips.fencingdatabase.com/budapestsabre2019/SpotlessBoldBarnswallow.mp4
3,6,ThankfulUnsteadyCockerspaniel,sabre,fotr,fotl_half,torso,1592344528,ThankfulUnsteadyCockerspaniel,budapestsabre2019,sabre,male,Veniamin Reshetnikov,James Honeybone,13,14,right,https://clips.fencingdatabase.com/budapestsabre2019/ThankfulUnsteadyCockerspaniel.mp4
55,62,HeartyFemaleGrayfox,sabre,fotl,middle,head,1595004175,HeartyFemaleGrayfox,cairosabre2019,sabre,male,Vincent Anstett,Daryl Homer,6,4,left,https://clips.fencingdatabase.com/cairosabre2019/HeartyFemaleGrayfox.mp4
56,63,FlatShrillIndianhare,sabre,fotr,fotl_warning_box,torso,1595004497,FlatShrillIndianhare,budapestsabre2019,sabre,male,Leonardo Dreossi,Luca Curatoli,13,14,right,https://clips.fencingdatabase.com/budapestsabre2019/FlatShrillIndianhare.mp4
59,66,WateryShinyBagworm,sabre,fotr,middle,front_arm,1595345820,WateryShinyBagworm,seoulsabre2019,sabre,female,Martina Criscio,Olga Nikitina,3,1,left,https://clips.fencingdatabase.com/seoulsabre2019/WateryShinyBagworm.mp4
69,79,FrayedPracticalAmphibian,sabre,fotr,middle,torso,1595570751,FrayedPracticalAmphibian,cancunsabre2017,sabre,female,Anna Bashta,Emura Misaki,10,15,right,https://clips.fencingdatabase.com/cancunsabre2017/FrayedPracticalAmphibian.mp4
70,80,ThreadbareThirdIggypops,sabre,fotr,fotl_half,hand,1595584715,ThreadbareThirdIggypops,cancunsabre2017,sabre,female,Arianna Errigo,Takashima Risa,3,2,right,https://clips.fencingdatabase.com/cancunsabre2017/ThreadbareThirdIggypops.mp4
74,86,FailingPassionateGadwall,sabre,fotr,middle,hand,1595605174,FailingPassionateGadwall,budapestsabre2019,sabre,male,Joseph Polossifakis,Fabien Ballorca,6,7,right,https://clips.fencingdatabase.com/budapestsabre2019/FailingPassionateGadwall.mp4
75,87,GlitteringFriendlyGannet,sabre,fotr,fotl_warning_box,torso,1595605218,GlitteringFriendlyGannet,budapestsabre2019,sabre,male,Iulian Teodosiu,James Honeybone,7,12,right,https://clips.fencingdatabase.com/budapestsabre2019/GlitteringFriendlyGannet.mp4
77,89,SpicyFearfulGar,sabre,fotl,middle,torso,1595606402,SpicyFearfulGar,cancunsabre2017,sabre,female,Yoana Ilieva,Edith Johnson,9,11,left,https://clips.fencingdatabase.com/cancunsabre2017/SpicyFearfulGar.mp4
88,1,MaleCharmingCub,sabre,fotr,middle,torso,1603456629,MaleCharmingCub,cairosabre2019,sabre,male,Ali Pakdaman,Aldo Montano,1,1,right,https://clips.fencingdatabase.com/cairosabre2019/MaleCharmingCub.mp4
89,2,DelayedDefenselessArctichare,sabre,neither,middle,head,1603456695,DelayedDefenselessArctichare,montrealsabre2020,sabre,male,Sandro Bazadze,Enver Yildirim,11,9,left,https://clips.fencingdatabase.com/montrealsabre2020/DelayedDefenselessArctichare.mp4
90,3,UnrealisticElaborateAlligator,sabre,fotl,middle,torso,1603456741,UnrealisticElaborateAlligator,cancunsabre2017,sabre,female,Chloe Foxgitomer,Caroline Queroli,5,4,left,https://clips.fencingdatabase.com/cancunsabre2017/UnrealisticElaborateAlligator.mp4
94,7,FreeDirectAdder,sabre,fotl,middle,front_arm,1603468572,FreeDirectAdder,cairosabre2019,sabre,male,Eli Dershwitz,Jung Jaeseung,8,9,right,https://clips.fencingdatabase.com/cairosabre2019/FreeDirectAdder.mp4
95,8,PartialImmediateGreatargus,sabre,fotr,fotl_warning_box,hand,1603479584,PartialImmediateGreatargus,budapestsabre2019,sabre,male,Mohammad Fotouhi,Tiberiu Dolniceanu,12,15,right,https://clips.fencingdatabase.com/budapestsabre2019/PartialImmediateGreatargus.mp4
100,13,DefinitePolishedGrasshopper,sabre,fotr,fotl_half,front_arm,1603485350,DefinitePolishedGrasshopper,seoulsabre2019,sabre,female,Teodora Kakhiani,Shao Yaqi,10,14,right,https://clips.fencingdatabase.com/seoulsabre2019/DefinitePolishedGrasshopper.mp4
103,16,ActualFreeGuppy,sabre,fotr,middle,torso,1603501233,ActualFreeGuppy,seoulsabre2019,sabre,female,Anna Limbach,Shao Yaqi,1,3,right,https://clips.fencingdatabase.com/seoulsabre2019/ActualFreeGuppy.mp4
104,17,ElderlyFrailHermitcrab,sabre,fotr,middle,hand,1603501257,ElderlyFrailHermitcrab,seoulsabre2019,sabre,female,Rossella Gregorio,Manon Apithy - Brunet,3,5,right,https://clips.fencingdatabase.com/seoulsabre2019/ElderlyFrailHermitcrab.mp4
111,24,SpecificFickleArrowcrab,sabre,fotl,fotl_half,front_arm,1603646203,SpecificFickleArrowcrab,budapestsabre2019,sabre,male,Gu Bongil,Mojtaba Abedini,10,10,right,https://clips.fencingdatabase.com/budapestsabre2019/SpecificFickleArrowcrab.mp4
120,33,RespectfulInexperiencedFlycatcher,sabre,fotl,middle,front_arm,1603980341,RespectfulInexperiencedFlycatcher,moscowsabre2012,sabre,,Bolade Apithy,Kamil Ibragimov,11,3,double,https://clips.fencingdatabase.com/moscowsabre2012/RespectfulInexperiencedFlycatcher.mp4
121,34,SpicyPrestigiousBordercollie,sabre,fotr,middle,front_arm,1604023697,SpicyPrestigiousBordercollie,moscowsabre2012,sabre,,Chen Xiaodong,Mariel Zagunis,8,2,double,https://clips.fencingdatabase.com/moscowsabre2012/SpicyPrestigiousBordercollie.mp4
122,36,PassionateChillyCaribou,sabre,fotl,middle,torso,1604067550,PassionateChillyCaribou,seoulsabre2019,sabre,male,Max Hartung,Iulian Teodosiu,0,1,right,https://clips.fencingdatabase.com/seoulsabre2019/PassionateChillyCaribou.mp4
128,42,ShallowAncientCrownofthornsstarfish,sabre,fotl,middle,head,1604499584,ShallowAncientCrownofthornsstarfish,cairosabre2019,sabre,female,Qian Jiarui,Ma Yingjia,14,15,right,https://clips.fencingdatabase.com/cairosabre2019/ShallowAncientCrownofthornsstarfish.mp4
132,46,ImmenseLeadingHypsilophodon,sabre,fotr,middle,front_arm,1604887335,ImmenseLeadingHypsilophodon,seoulsabre2019,sabre,male,Mohab Samer,Ali Pakdaman,9,13,left,https://clips.fencingdatabase.com/seoulsabre2019/ImmenseLeadingHypsilophodon.mp4
135,49,DarlingPlainLiger,sabre,fotr,middle,torso,1605104679,DarlingPlainLiger,moscowsabre2012,sabre,,Joanna Hutchison,Alina Ozolina,4,5,double,https://clips.fencingdatabase.com/moscowsabre2012/DarlingPlainLiger.mp4
140,54,PlumpDetailedArmyworm,sabre,fotr,fotl_half,head,1605499790,PlumpDetailedArmyworm,montrealsabre2020,sabre,male,Bolade Apithy,Andriy Yagodka,3,1,left,https://clips.fencingdatabase.com/montrealsabre2020/PlumpDetailedArmyworm.mp4
149,64,SecondKindheartedGraysquirrel,sabre,fotr,middle,front_arm,1605935132,SecondKindheartedGraysquirrel,cancunsabre2017,sabre,male,Eli Dershwitz,Gu Bongil,9,7,right,https://clips.fencingdatabase.com/cancunsabre2017/SecondKindheartedGraysquirrel.mp4
151,67,MeatyOddballCanvasback,sabre,fotr,fotl_half,torso,1606152312,MeatyOddballCanvasback,seoulsabre2019,sabre,female,Rossella Gregorio,Alina Komashchuk,3,1,left,https://clips.fencingdatabase.com/seoulsabre2019/MeatyOddballCanvasback.mp4
153,69,PointlessYawningArgentineruddyduck,sabre,fotl,fotr_half,front_arm,1606288707,PointlessYawningArgentineruddyduck,cairosabre2019,sabre,male,Luigi Samele,Kim Kyehwan,8,9,left,https://clips.fencingdatabase.com/cairosabre2019/PointlessYawningArgentineruddyduck.mp4
158,75,IncredibleThisFallowdeer,sabre,fotl,fotr_half,front_arm,1606762986,IncredibleThisFallowdeer,seoulsabre2019,sabre,female,Anna Limbach,Shao Yaqi,1,0,left,https://clips.fencingdatabase.com/seoulsabre2019/IncredibleThisFallowdeer.mp4
159,76,HollowPepperyArieltoucan,sabre,fotl,middle,torso,1606782263,HollowPepperyArieltoucan,montrealsabre2020,sabre,male,Galgoczy Tamas,Fares Ferjani,10,10,left,https://clips.fencingdatabase.com/montrealsabre2020/HollowPepperyArieltoucan.mp4
160,77,AridFrankBernesemountaindog,sabre,fotr,middle,torso,1606782346,AridFrankBernesemountaindog,budapestsabre2019,sabre,male,Huebner Bjoern Fehrer,Oh Sanguk,8,13,right,https://clips.fencingdatabase.com/budapestsabre2019/AridFrankBernesemountaindog.mp4
164,82,LimpEdibleAngelwingmussel,sabre,fotr,middle,head,1607095780,LimpEdibleAngelwingmussel,cancunsabre2017,sabre,female,Iryna Shchukla,Cecilia Berder,1,2,right,https://clips.fencingdatabase.com/cancunsabre2017/LimpEdibleAngelwingmussel.mp4
167,85,AnotherReliableAfricanfisheagle,sabre,fotr,fotl_warning_box,torso,1607359329,AnotherReliableAfricanfisheagle,moscowsabre2012,sabre,,Chen Xiaodong,Mariel Zagunis,5,5,right,https://clips.fencingdatabase.com/moscowsabre2012/AnotherReliableAfricanfisheagle.mp4
170,88,WanFoolhardyGrayfox,sabre,fotr,middle,front_arm,1607703726,WanFoolhardyGrayfox,seoulsabre2019,sabre,male,Anatoliy Kostenko,Gu Bongil,9,7,left,https://clips.fencingdatabase.com/seoulsabre2019/WanFoolhardyGrayfox.mp4
177,97,VainHandyElephantbeetle,sabre,fotr,middle,torso,1608650498,VainHandyElephantbeetle,seoulsabre2019,sabre,female,Francesca Russo,Irene Vecchi,7,3,right,https://clips.fencingdatabase.com/seoulsabre2019/VainHandyElephantbeetle.mp4
182,2,CaringFickleHornet,sabre,fotr,fotl_half,torso,1608993957,CaringFickleHornet,montrealsabre2020,sabre,male,Aliya Itzkowitz,Ziad Elsissy,0,2,right,https://clips.fencingdatabase.com/montrealsabre2020/CaringFickleHornet.mp4
186,6,GeneralHomelyFrog,sabre,fotr,middle,head,1609341553,GeneralHomelyFrog,seoulsabre2019,sabre,female,Dina Galiakbarova,Seo Jiyeon,1,5,right,https://clips.fencingdatabase.com/seoulsabre2019/GeneralHomelyFrog.mp4
187,7,ShoddySleepyDeviltasmanian,sabre,fotl,middle,torso,1609364002,ShoddySleepyDeviltasmanian,budapestsabre2019,sabre,male,Curtis Miller,,5,7,left,https://clips.fencingdatabase.com/budapestsabre2019/ShoddySleepyDeviltasmanian.mp4
188,8,HopefulPiercingAnnelid,sabre,,fotl_warning_box,hand,1609364033,HopefulPiercingAnnelid,moscowsabre2012,sabre,,Sofya Velikaya,Chen Xiaodong,6,8,right,https://clips.fencingdatabase.com/moscowsabre2012/HopefulPiercingAnnelid.mp4
197,18,ShorttermGrizzledLeech,sabre,fotl,middle,head,1609934814,ShorttermGrizzledLeech,moscowsabre2012,sabre,,Bolade Apithy,Siarhei Shachanin,1,1,left,https://clips.fencingdatabase.com/moscowsabre2012/ShorttermGrizzledLeech.mp4
200,21,ScornfulWeeCleanerwrasse,sabre,fotl,fotl_half,torso,1610135335,ScornfulWeeCleanerwrasse,seoulsabre2019,sabre,female,Seo Jiyeon,Cecilia Berder,9,10,right,https://clips.fencingdatabase.com/seoulsabre2019/ScornfulWeeCleanerwrasse.mp4
203,24,HatefulJubilantKillifish,sabre,fotl,fotr_warning_box,hand,1610358830,HatefulJubilantKillifish,seoulsabre2019,sabre,male,Sung Junmo,Szilagyi Aron,7,15,right,https://clips.fencingdatabase.com/seoulsabre2019/HatefulJubilantKillifish.mp4
215,39,SafeAgitatedIberianmidwifetoad,sabre,fotl,fotr_half,front_arm,1611326037,SafeAgitatedIberianmidwifetoad,cairosabre2019,sabre,male,Benno Schneider,Giovanni Repetti,9,13,left,https://clips.fencingdatabase.com/cairosabre2019/SafeAgitatedIberianmidwifetoad.mp4
239,64,WhirlwindFavoriteCleanerwrasse,sabre,fotr,fotl_half,head,1611845051,WhirlwindFavoriteCleanerwrasse,seoulsabre2019,sabre,male,Maxime Pianfetti,Oh Sanguk,8,12,right,https://clips.fencingdatabase.com/seoulsabre2019/WhirlwindFavoriteCleanerwrasse.mp4
246,73,SmugEsteemedHalcyon,sabre,fotr,middle,hand,1612280604,SmugEsteemedHalcyon,moscowsabre2012,sabre,,Matylda Ostojska,Olga Kharlan,13,12,left,https://clips.fencingdatabase.com/moscowsabre2012/SmugEsteemedHalcyon.mp4
248,75,WhimsicalIlliterateAmericanblackvulture,sabre,fotl,middle,head,1612450826,WhimsicalIlliterateAmericanblackvulture,cairosabre2019,sabre,female,Svetlana Sheveleva,Dagmara Wozniak,3,9,right,https://clips.fencingdatabase.com/cairosabre2019/WhimsicalIlliterateAmericanblackvulture.mp4
249,76,FamousAffectionateAgama,sabre,fotl,fotr_half,torso,1612537694,FamousAffectionateAgama,moscowsabre2012,sabre,,Aida Alasgarova,Leonore Perrus,2,2,left,https://clips.fencingdatabase.com/moscowsabre2012/FamousAffectionateAgama.mp4
251,79,FalseQuaintBuffalo,sabre,fotr,fotl_half,torso,1612799006,FalseQuaintBuffalo,montrealsabre2020,sabre,male,Mohamed Amer,Ziad Elsissy,6,3,right,https://clips.fencingdatabase.com/montrealsabre2020/FalseQuaintBuffalo.mp4
260,89,AbleIllBluemorphobutterfly,sabre,fotr,middle,head,1613553092,AbleIllBluemorphobutterfly,cairosabre2019,sabre,male,Aldo Montano,Oh Sanguk,3,5,left,https://clips.fencingdatabase.com/cairosabre2019/AbleIllBluemorphobutterfly.mp4
264,94,WellwornKindAvians,sabre,fotl,fotr_half,torso,1613663326,WellwornKindAvians,seoulsabre2019,sabre,male,Sung Junmo,Szilagyi Aron,6,11,left,https://clips.fencingdatabase.com/seoulsabre2019/WellwornKindAvians.mp4
265,95,UnlinedPleasingKoalabear,sabre,fotl,middle,hand,1613663360,UnlinedPleasingKoalabear,moscowsabre2012,sabre,,Andriy Yagodka,Aldo Montano,2,4,double,https://clips.fencingdatabase.com/moscowsabre2012/UnlinedPleasingKoalabear.mp4
267,0,UltimateGlitteringHeifer,sabre,fotr,middle,front_arm,1613663593,UltimateGlitteringHeifer,cairosabre2019,sabre,male,Gu Bongil,So Jeong Hoon,10,8,right,https://clips.fencingdatabase.com/cairosabre2019/UltimateGlitteringHeifer.mp4
268,3,CheapObeseAlbertosaurus,sabre,fotl,middle,front_arm,1613760905,CheapObeseAlbertosaurus,seoulsabre2019,sabre,male,Gu Bongil,Won Junho,15,9,left,https://clips.fencingdatabase.com/seoulsabre2019/CheapObeseAlbertosaurus.mp4
269,4,HorribleUnsteadyCrossbill,sabre,fotl,middle,front_arm,1613760960,HorribleUnsteadyCrossbill,cairosabre2019,sabre,female,Monica Aksamit,Irene Vecchi,2,0,left,https://clips.fencingdatabase.com/cairosabre2019/HorribleUnsteadyCrossbill.mp4
271,6,OrneryCautiousCuttlefish,sabre,fotl,fotr_half,torso,1613761022,OrneryCautiousCuttlefish,moscowsabre2012,sabre,,Luigi Samele,Aliaksandr Buikevich,3,1,left,https://clips.fencingdatabase.com/moscowsabre2012/OrneryCautiousCuttlefish.mp4
281,16,JealousDimpledJellyfish,sabre,fotr,fotl_half,torso,1613818915,JealousDimpledJellyfish,budapestsabre2019,sabre,male,Maxence Lambert,Ilya Motorin,5,6,right,https://clips.fencingdatabase.com/budapestsabre2019/JealousDimpledJellyfish.mp4
291,26,HalfLoathsomeBillygoat,sabre,fotl,middle,front_arm,1614262414,HalfLoathsomeBillygoat,budapestsabre2019,sabre,male,Luigi Samele,Fabien Ballorca,12,2,left,https://clips.fencingdatabase.com/budapestsabre2019/HalfLoathsomeBillygoat.mp4
299,34,TameAnyConey,sabre,fotr,middle,front_arm,1614413542,TameAnyConey,cairosabre2019,sabre,male,Veniamin Reshetnikov,Iulian Teodosiu,3,5,left,https://clips.fencingdatabase.com/cairosabre2019/TameAnyConey.mp4
303,40,HarmoniousMeekLeafbird,sabre,fotl,fotr_warning_box,back_arm,1614413730,HarmoniousMeekLeafbird,tunissabre2017,sabre,female,Olga Kharlan,Dina Galiakbarova,13,6,left,https://clips.fencingdatabase.com/tunissabre2017/HarmoniousMeekLeafbird.mp4
308,46,ClassicFarBarebirdbat,sabre,fotr,middle,front_arm,1614519513,ClassicFarBarebirdbat,cairosabre2019,sabre,male,Enver Yildirim,Sandro Bazadze,5,12,right,https://clips.fencingdatabase.com/cairosabre2019/ClassicFarBarebirdbat.mp4
309,47,OldfashionedFluidAmazontreeboa,sabre,fotr,fotr_half,torso,1614519578,OldfashionedFluidAmazontreeboa,budapestsabre2019,sabre,male,Mojtaba Abedini,Benedikt Wagner,12,7,right,https://clips.fencingdatabase.com/budapestsabre2019/OldfashionedFluidAmazontreeboa.mp4
325,63,UncommonCompleteBassethound,sabre,fotl,middle,front_arm,1615045105,UncommonCompleteBassethound,seoulsabre2019,sabre,female,Yoana Ilieva,Marton Anna,0,1,right,https://clips.fencingdatabase.com/seoulsabre2019/UncommonCompleteBassethound.mp4
327,65,HonestZigzagBetafish,sabre,fotl,middle,front_arm,1615124605,HonestZigzagBetafish,tunissabre2017,sabre,female,Monica Aksamit,Laura Reguigne,11,14,right,https://clips.fencingdatabase.com/tunissabre2017/HonestZigzagBetafish.mp4
330,69,EcstaticAliveBullmastiff,sabre,fotl,middle,front_arm,1615124715,EcstaticAliveBullmastiff,montrealsabre2020,sabre,male,Anatoliy Kostenko,Jung Jaeseung,3,6,left,https://clips.fencingdatabase.com/montrealsabre2020/EcstaticAliveBullmastiff.mp4
339,84,LargeMagnificentGuineafowl,sabre,fotl,fotr_half,head,1615520255,LargeMagnificentGuineafowl,cairosabre2019,sabre,female,Fu Ying,Leanne Singletoncomfort,10,8,right,https://clips.fencingdatabase.com/cairosabre2019/LargeMagnificentGuineafowl.mp4
343,88,TenderElatedFunnelweaverspider,sabre,fotr,fotl_half,torso,1615520551,TenderElatedFunnelweaverspider,cancunsabre2017,sabre,female,Dagmara Wozniak,Yana Egorian,1,5,right,https://clips.fencingdatabase.com/cancunsabre2017/TenderElatedFunnelweaverspider.mp4
359,8,EnchantingCommonArchaeopteryx,sabre,fotr,fotl_half,front_arm,1617062303,EnchantingCommonArchaeopteryx,montrealsabre2020,sabre,male,Decsi Tamas,Szilagyi Aron,5,8,right,https://clips.fencingdatabase.com/montrealsabre2020/EnchantingCommonArchaeopteryx.mp4
362,11,ShamefulScientificDarklingbeetle,sabre,neither,middle,torso,1617540822,ShamefulScientificDarklingbeetle,budapestsabre2019,sabre,male,Mohammad Rahbari,Maxime Pianfetti,3,2,right,https://clips.fencingdatabase.com/budapestsabre2019/ShamefulScientificDarklingbeetle.mp4
364,14,FeminineOldfashionedCornsnake,sabre,fotl,fotl_warning_box,hand,1617857475,FeminineOldfashionedCornsnake,montrealsabre2020,sabre,male,Decsi Tamas,Giovanni Repetti,14,9,left,https://clips.fencingdatabase.com/montrealsabre2020/FeminineOldfashionedCornsnake.mp4
372,24,ReadyGoodBoutu,sabre,fotr,middle,torso,1619449521,ReadyGoodBoutu,budapestsabre2019,sabre,male,Riccardo Nuccio,Alberto Pellegrini,10,9,right,https://clips.fencingdatabase.com/budapestsabre2019/ReadyGoodBoutu.mp4
376,29,HandyHardtofindBlacklab,sabre,fotl,fotr_half,hand,1619863394,HandyHardtofindBlacklab,moscowsabre2012,sabre,,Alessandra Lucchino,Olga Kharlan,6,10,double,https://clips.fencingdatabase.com/moscowsabre2012/HandyHardtofindBlacklab.mp4
381,36,TidyGreatInexpectatumpleco,sabre,fotr,fotl_half,front_arm,1620144262,TidyGreatInexpectatumpleco,cancunsabre2017,sabre,male,Bolade Apithy,Szatmari Andras,2,3,right,https://clips.fencingdatabase.com/cancunsabre2017/TidyGreatInexpectatumpleco.mp4
384,42,SmartKindlyCrow,sabre,fotr,fotl_half,front_arm,1620278550,SmartKindlyCrow,tunissabre2017,sabre,female,Chiara Mormile,Martina Petraglia,1,3,right,https://clips.fencingdatabase.com/tunissabre2017/SmartKindlyCrow.mp4
389,50,EmbarrassedGleefulAlaskanmalamute,sabre,fotl,fotr_half,head,1620757402,EmbarrassedGleefulAlaskanmalamute,seoulsabre2019,sabre,male,Ho Tin Low,Andriy Yagodka,0,1,right,https://clips.fencingdatabase.com/seoulsabre2019/EmbarrassedGleefulAlaskanmalamute.mp4
393,58,ForkedFearlessHummingbird,sabre,fotr,fotl_warning_box,torso,1621026252,ForkedFearlessHummingbird,seoulsabre2019,sabre,male,Dmitriy Danilenko,Andrew Mackiewicz,6,5,right,https://clips.fencingdatabase.com/seoulsabre2019/ForkedFearlessHummingbird.mp4
409,90,AdorableMellowBluetickcoonhound,sabre,fotr,middle,head,1621542147,AdorableMellowBluetickcoonhound,seoulsabre2019,sabre,female,Fu Ying,Saoussen Boudiaf,3,3,right,https://clips.fencingdatabase.com/seoulsabre2019/AdorableMellowBluetickcoonhound.mp4
964,48,BlankPowerlessComet,sabre,fotl,middle,front_arm,1623877558,BlankPowerlessComet,budapestsabre2021,sabre,,Yousef Alshamlan,Mohamed Amer,11,8,right,https://clips.fencingdatabase.com/budapestsabre2021/BlankPowerlessComet.mp4
1048,79,JubilantSolidArgusfish,sabre,fotr,fotl_warning_box,front_arm,1624347433,JubilantSolidArgusfish,cairosabre2019,sabre,male,Benno Schneider,Giovanni Repetti,9,15,right,https://clips.fencingdatabase.com/cairosabre2019/JubilantSolidArgusfish.mp4
1370,98,AjarPersonalBluejay,sabre,,fotl_half,hand,1629819743,AjarPersonalBluejay,seoulsabre2019,sabre,male,Mohab Samer,Ali Pakdaman,5,9,left,https://clips.fencingdatabase.com/seoulsabre2019/AjarPersonalBluejay.mp4
1466,59,PossibleWaryCat,sabre,fotr,fotl_warning_box,front_arm,1631814871,PossibleWaryCat,montrealsabre2020,sabre,male,Lu Yang,Szilagyi Aron,0,1,right,https://clips.fencingdatabase.com/montrealsabre2020/PossibleWaryCat.mp4
1470,63,PiercingDeepHarvestmen,sabre,fotl,fotr_half,front_arm,1631815016,PiercingDeepHarvestmen,cancunsabre2017,sabre,male,Dario Cavaliere,Decsi Tamas,14,12,left,https://clips.fencingdatabase.com/cancunsabre2017/PiercingDeepHarvestmen.mp4
1474,67,ColossalPoliteIrishredandwhitesetter,sabre,fotr,middle,torso,1631815160,ColossalPoliteIrishredandwhitesetter,budapestsabre2021,sabre,,Valeriya Bolshakova,Olga Nikitina,3,9,right,https://clips.fencingdatabase.com/budapestsabre2021/ColossalPoliteIrishredandwhitesetter.mp4
1475,68,VainDiscreteIcelandgull,sabre,fotr,middle,front_arm,1631815182,VainDiscreteIcelandgull,cancunsabre2017,sabre,female,Anneelizabeth Stone,Marton Anna,1,2,right,https://clips.fencingdatabase.com/cancunsabre2017/VainDiscreteIcelandgull.mp4
1509,30,GrizzledAlarmedAnchovy,sabre,,fotl_warning_box,hand,1632540401,GrizzledAlarmedAnchovy,tunissabre2017,sabre,female,Olga Kharlan,Emura Misaki,6,5,left,https://clips.fencingdatabase.com/tunissabre2017/GrizzledAlarmedAnchovy.mp4
1511,33,ApprehensiveKindlyApatosaur,sabre,,fotl_warning_box,hand,1632674672,ApprehensiveKindlyApatosaur,moscowsabre2012,sabre,,Luigi Samele,Nikolay Kovalev,2,1,right,https://clips.fencingdatabase.com/moscowsabre2012/ApprehensiveKindlyApatosaur.mp4
1512,34,AgreeableFixedBarbet,sabre,neither,fotr_warning_box,hand,1632674709,AgreeableFixedBarbet,cairosabre2019,sabre,female,Ma Yingjia,Iryna Shchukla,8,9,left,https://clips.fencingdatabase.com/cairosabre2019/AgreeableFixedBarbet.mp4
1513,35,GroundedSadAssassinbug,sabre,fotl,middle,hand,1632674733,GroundedSadAssassinbug,budapestsabre2019,sabre,male,Szatmari Andras,Kim Kyehwan,14,14,right,https://clips.fencingdatabase.com/budapestsabre2019/GroundedSadAssassinbug.mp4
