,Unnamed: 0,stats_id,weapon_x,initiated,strip_location,body_location,created_date,gfycat_gfy_id,tournament_id,weapon_y,gender,fotl_name,fotr_name,left_score,right_score,touch,download_url
1564,11,SeriousInexperiencedAmethystsunbird,sabre,neither,middle,torso,1633621830,SeriousInexperiencedAmethystsunbird,tokyoolympics2020,sabre,male,Eli Dershwitz,Streets Kaito,1,0,left,https://clips.fencingdatabase.com/tokyoolympics2020/SeriousInexperiencedAmethystsunbird.mp4
1571,20,BeneficialDelightfulGodwit,sabre,,middle,front_arm,1633702901,BeneficialDelightfulGodwit,tokyoolympics2020,sabre,male,Enrico Berre,Iulian Teodosiu,5,4,left,https://clips.fencingdatabase.com/tokyoolympics2020/BeneficialDelightfulGodwit.mp4
1582,39,IcyCookedAmericanredsquirrel,sabre,fotr,fotl_half,front_arm,1634069439,IcyCookedAmericanredsquirrel,budapestsabre2021,sabre,,Mohammad Rahbari,Richard Huebers,4,2,left,https://clips.fencingdatabase.com/budapestsabre2021/IcyCookedAmericanredsquirrel.mp4
1626,12,NeatSilverCaracal,sabre,fotr,fotl_warning_box,torso,1635283600,NeatSilverCaracal,cancunsabre2017,sabre,female,Angelika Wator,Martina Petraglia,2,0,left,https://clips.fencingdatabase.com/cancunsabre2017/NeatSilverCaracal.mp4
1639,32,FamousMeatyAcornbarnacle,sabre,fotl,fotl_warning_box,hand,1635520186,FamousMeatyAcornbarnacle,tokyoolympics2020,sabre,male,Andrew Mackiewicz,Shimamura Tomohiro,14,13,right,https://clips.fencingdatabase.com/tokyoolympics2020/FamousMeatyAcornbarnacle.mp4
1707,29,FaroffBronzeKangaroo,sabre,fotr,fotl_warning_box,hand,1636982012,FaroffBronzeKangaroo,tunissabre2017,sabre,female,Dagmara Wozniak,Marton Anna,6,4,left,https://clips.fencingdatabase.com/tunissabre2017/FaroffBronzeKangaroo.mp4
1725,53,DependentGenuineDodo,sabre,fotr,fotl_warning_box,head,1637340097,DependentGenuineDodo,budapestsabre2021,sabre,,Alin Badea,Nada Hafez,6,6,right,https://clips.fencingdatabase.com/budapestsabre2021/DependentGenuineDodo.mp4
1765,10,IdleUnimportantFinwhale,sabre,fotl,fotr_warning_box,front_arm,1637852652,IdleUnimportantFinwhale,budapestsabre2021,sabre,,Cecilia Berder,Katona Renata,15,12,left,https://clips.fencingdatabase.com/budapestsabre2021/IdleUnimportantFinwhale.mp4
1790,42,UnconsciousScarceGreathornedowl,sabre,fotl,fotr_warning_box,torso,1638422394,UnconsciousScarceGreathornedowl,tokyoolympics2020,sabre,female,Choi Sooyeon,Cecilia Berder,4,3,left,https://clips.fencingdatabase.com/tokyoolympics2020/UnconsciousScarceGreathornedowl.mp4
1911,26,HardtofindNaturalIrrawaddydolphin,sabre,fotl,middle,head,1641953876,HardtofindNaturalIrrawaddydolphin,budapestsabre2019,sabre,male,Enver Yildirim,Enrico Berre,1,0,left,https://clips.fencingdatabase.com/budapestsabre2019/HardtofindNaturalIrrawaddydolphin.mp4
1912,28,BitesizedMintyKitfox,sabre,fotr,middle,front_arm,1642000206,BitesizedMintyKitfox,cancunsabre2017,sabre,male,Anatoliy Kostenko,Veniamin Reshetnikov,0,2,right,https://clips.fencingdatabase.com/cancunsabre2017/BitesizedMintyKitfox.mp4
2056,62,MediumDangerousChameleon,sabre,fotl,fotr_half,head,1643693901,MediumDangerousChameleon,cancunsabre2017,sabre,male,Arthur Zatko,Enrico Berre,10,13,left,https://clips.fencingdatabase.com/cancunsabre2017/MediumDangerousChameleon.mp4
2125,74,BruisedIllegalEeve,sabre,fotl,middle,torso,1644870236,BruisedIllegalEeve,moscowwch2015,sabre,,Fernando Casares,Aldo Montano,2,2,left,https://clips.fencingdatabase.com/moscowwch2015/BruisedIllegalEeve.mp4
2219,34,MeagerThickAlabamamapturtle,sabre,fotl,middle,head,1646180633,MeagerThickAlabamamapturtle,tokyoolympics2020,sabre,male,Benedikt Wagner,Kamil Ibragimov,7,8,left,https://clips.fencingdatabase.com/tokyoolympics2020/MeagerThickAlabamamapturtle.mp4
2484,46,OldfashionedWeeArchaeocete,sabre,fotr,middle,torso,1649009445,OldfashionedWeeArchaeocete,moscowwch2015,sabre,,Daryl Homer,Gu Bongil,14,11,right,https://clips.fencingdatabase.com/moscowwch2015/OldfashionedWeeArchaeocete.mp4
2491,54,AcceptableFoolishDarklingbeetle,sabre,neither,middle,torso,1649010095,AcceptableFoolishDarklingbeetle,cairosabre2019,sabre,female,Yoon Jisu,Fukushima Shihomi,10,13,right,https://clips.fencingdatabase.com/cairosabre2019/AcceptableFoolishDarklingbeetle.mp4
2536,63,DarkEmbellishedInganue,sabre,fotl,fotr_warning_box,head,1649693668,DarkEmbellishedInganue,cairosabre2019,sabre,female,Cecilia Berder,Michela Battiston,15,12,left,https://clips.fencingdatabase.com/cairosabre2019/DarkEmbellishedInganue.mp4
3181,59,DevotedFaroffKronosaurus,sabre,,fotl_warning_box,hand,1654672281,DevotedFaroffKronosaurus,tunissabre2017,sabre,female,Marton Anna,Olga Nikitina,12,6,left,https://clips.fencingdatabase.com/tunissabre2017/DevotedFaroffKronosaurus.mp4
3225,24,QuerulousShinyAruanas,sabre,fotl,fotr_warning_box,head,1655116872,QuerulousShinyAruanas,tbilisisabre2022,sabre,,William Deary,Riccardo Nuccio,3,0,left,https://clips.fencingdatabase.com/tbilisisabre2022/QuerulousShinyAruanas.mp4
3332,84,ImperturbablePerkyCurassow,sabre,fotl,middle,head,1656375067,ImperturbablePerkyCurassow,cancunsabre2017,sabre,female,Lee Rajin,Cecilia Berder,8,7,left,https://clips.fencingdatabase.com/cancunsabre2017/ImperturbablePerkyCurassow.mp4
3393,84,GlamorousLinearGemsbuck,sabre,fotr,middle,torso,1657150229,GlamorousLinearGemsbuck,cancunsabre2017,sabre,female,Dagmara Wozniak,Pusztai Liza,9,11,right,https://clips.fencingdatabase.com/cancunsabre2017/GlamorousLinearGemsbuck.mp4
3394,85,WildLastingJunebug,sabre,fotr,fotl_half,torso,1657150270,WildLastingJunebug,budapestsabre2021,sabre,,Mariel Zagunis,Svetlana Sheveleva,9,4,left,https://clips.fencingdatabase.com/budapestsabre2021/WildLastingJunebug.mp4
3616,0,ArcticOpulentHind,sabre,fotr,fotl_warning_box,hand,1660644859,ArcticOpulentHind,madridsabre2022,sabre,male,Muhammed Anasiz,Song Seungheon,1,2,right,https://clips.fencingdatabase.com/madridsabre2022/ArcticOpulentHind.mp4
3619,5,OffbeatInfantileGlassfrog,sabre,fotr,fotr_warning_box,hand,1660645314,OffbeatInfantileGlassfrog,seoulsabre2019,sabre,female,Monica Aksamit,Anna Limbach,7,6,right,https://clips.fencingdatabase.com/seoulsabre2019/OffbeatInfantileGlassfrog.mp4
3621,7,EuphoricGreedyCockerspaniel,sabre,fotl,fotl_half,head,1660645386,EuphoricGreedyCockerspaniel,madridsabre2022,sabre,male,Liang Jianhao,Jared Smith,5,2,left,https://clips.fencingdatabase.com/madridsabre2022/EuphoricGreedyCockerspaniel.mp4
3732,86,YawningAshamedBrant,sabre,neither,middle,torso,1662301008,YawningAshamedBrant,cancunsabre2017,sabre,female,Kim Jiyeon,Olga Kharlan,13,14,right,https://clips.fencingdatabase.com/cancunsabre2017/YawningAshamedBrant.mp4
3793,83,InsidiousLeafyFrogmouth,sabre,fotr,middle,head,1663079543,InsidiousLeafyFrogmouth,tbilisisabre2022,sabre,,Giovanni Repetti,Kirill Tyulyukov,10,11,right,https://clips.fencingdatabase.com/tbilisisabre2022/InsidiousLeafyFrogmouth.mp4
3834,44,FeistyTestyDungbeetle,sabre,fotr,fotl_half,torso,1663414839,FeistyTestyDungbeetle,madridsabre2022,sabre,male,Szilagyi Aron,Szatmari Andras,9,7,right,https://clips.fencingdatabase.com/madridsabre2022/FeistyTestyDungbeetle.mp4
3837,47,CriminalDefinitiveCowbird,sabre,fotl,fotr_half,front_arm,1663414975,CriminalDefinitiveCowbird,paduasabre2022,sabre,,Jeon Eunhye,Pusztai Liza,5,2,right,https://clips.fencingdatabase.com/paduasabre2022/CriminalDefinitiveCowbird.mp4
3838,48,DirtyPolishedDairycow,sabre,fotr,fotr_half,torso,1663415039,DirtyPolishedDairycow,seoulsabre2019,sabre,male,Kim Kyehwan,Konstantin Lokhanov,2,4,left,https://clips.fencingdatabase.com/seoulsabre2019/DirtyPolishedDairycow.mp4
3840,51,UnfortunateExcitableInganue,sabre,fotr,fotl_warning_box,front_arm,1663415128,UnfortunateExcitableInganue,budapestsabre2019,sabre,male,Gemesi Bence,Eli Dershwitz,5,14,right,https://clips.fencingdatabase.com/budapestsabre2019/UnfortunateExcitableInganue.mp4
3842,53,NeighboringImpossibleArmedcrab,sabre,fotr,middle,torso,1663415204,NeighboringImpossibleArmedcrab,tunisiasabre2022,sabre,female,Anneelizabeth Stone,Sofia Ciaraglia,7,0,left,https://clips.fencingdatabase.com/tunisiasabre2022/NeighboringImpossibleArmedcrab.mp4
3844,55,InsignificantAdvancedElver,sabre,fotl,middle,head,1663415274,InsignificantAdvancedElver,budapestsabre2021,sabre,,Szilagyi Aron,Iulian Teodosiu,5,6,right,https://clips.fencingdatabase.com/budapestsabre2021/InsignificantAdvancedElver.mp4
3845,56,DazzlingAcclaimedDuckbillplatypus,sabre,fotl,middle,front_arm,1663415335,DazzlingAcclaimedDuckbillplatypus,tokyoolympics2020,sabre,female,Mariel Zagunis,Sofya Velikaya,4,4,right,https://clips.fencingdatabase.com/tokyoolympics2020/DazzlingAcclaimedDuckbillplatypus.mp4
3846,57,ZanyDentalKitty,sabre,fotl,fotr_half,head,1663415370,ZanyDentalKitty,cancunsabre2017,sabre,female,Choi Sooyeon,Kim Haeun,11,4,left,https://clips.fencingdatabase.com/cancunsabre2017/ZanyDentalKitty.mp4
3964,52,CraftyDishonestAsp,sabre,fotr,fotr_half,hand,1665439384,CraftyDishonestAsp,tokyoolympics2020,sabre,female,Manon Apithy - Brunet,Emura Misaki,4,6,left,https://clips.fencingdatabase.com/tokyoolympics2020/CraftyDishonestAsp.mp4
4097,44,WeeklyMaleBluejay,sabre,,fotl_half,hand,1667997541,WeeklyMaleBluejay,paduasabre2022,sabre,,Luis Bonah,Yuriy Tsap,7,5,right,https://clips.fencingdatabase.com/paduasabre2022/WeeklyMaleBluejay.mp4
4128,97,LazyQueasyArcticduck,sabre,fotl,middle,head,1668236069,LazyQueasyArcticduck,cairosabre2019,sabre,male,Domenik Koch,Geoffrey Loss,8,8,left,https://clips.fencingdatabase.com/cairosabre2019/LazyQueasyArcticduck.mp4
4243,90,AmazingDesertedAtlanticblackgoby,sabre,fotr,middle,torso,1669674806,AmazingDesertedAtlanticblackgoby,tokyoolympics2020,sabre,female,Marton Anna,Choi Sooyeon,5,4,left,https://clips.fencingdatabase.com/tokyoolympics2020/AmazingDesertedAtlanticblackgoby.mp4
4295,62,OpenSharpImago,sabre,fotl,middle,torso,1670166339,OpenSharpImago,budapestsabre2021,sabre,,Nima Zahedi,Inaki Bravo,5,9,left,https://clips.fencingdatabase.com/budapestsabre2021/OpenSharpImago.mp4
4298,69,FlimsyBoilingAracari,sabre,fotl,middle,front_arm,1670170256,FlimsyBoilingAracari,worldchamps2022,sabre,female,Ana Mihailova,Theodora Gkountoura,2,9,right,https://clips.fencingdatabase.com/worldchamps2022/FlimsyBoilingAracari.mp4
4300,71,OpulentVengefulEidolonhelvum,sabre,fotr,middle,hand,1670170333,OpulentVengefulEidolonhelvum,montrealsabre2020,sabre,male,Lu Yang,Szilagyi Aron,2,1,left,https://clips.fencingdatabase.com/montrealsabre2020/OpulentVengefulEidolonhelvum.mp4
4301,73,FlashySkinnyHuman,sabre,fotr,fotl_half,torso,1670172177,FlashySkinnyHuman,moscowwch2015,sabre,,Mojtaba Abedini,Gu Bongil,7,9,right,https://clips.fencingdatabase.com/moscowwch2015/FlashySkinnyHuman.mp4
4311,86,BarrenDifferentBettong,sabre,fotl,fotr_half,torso,1670174522,BarrenDifferentBettong,madridsabre2022,sabre,male,Yan Yinghui,Szatmari Andras,3,7,right,https://clips.fencingdatabase.com/madridsabre2022/BarrenDifferentBettong.mp4
4312,87,AdorableZanyAntbear,sabre,fotr,fotl_warning_box,torso,1670174559,AdorableZanyAntbear,worldchamps2022,sabre,female,Leidis Maris Veranes   Mustelier,Sabina Martis,4,11,right,https://clips.fencingdatabase.com/worldchamps2022/AdorableZanyAntbear.mp4
4315,92,FrenchImpeccableIggypops,sabre,neither,middle,torso,1670174782,FrenchImpeccableIggypops,cancunsabre2017,sabre,female,Veronica Czyzewski,Olga Nikitina,8,9,right,https://clips.fencingdatabase.com/cancunsabre2017/FrenchImpeccableIggypops.mp4
4317,94,UnhealthyWearyIchthyostega,sabre,fotr,middle,torso,1670174882,UnhealthyWearyIchthyostega,montrealsabre2020,sabre,male,Iliasz Nicolas,Charles Colleau,4,5,right,https://clips.fencingdatabase.com/montrealsabre2020/UnhealthyWearyIchthyostega.mp4
4325,2,AlertNiceFrigatebird,sabre,fotr,middle,torso,1670185599,AlertNiceFrigatebird,seoulsabre2019,sabre,male,Mojtaba Abedini,,3,5,left,https://clips.fencingdatabase.com/seoulsabre2019/AlertNiceFrigatebird.mp4
4326,3,PlasticAlarmedAfricanbushviper,sabre,fotr,fotl_warning_box,front_arm,1670188881,PlasticAlarmedAfricanbushviper,seoulsabre2019,sabre,female,Kim Jiyeon,Michela Battiston,7,4,left,https://clips.fencingdatabase.com/seoulsabre2019/PlasticAlarmedAfricanbushviper.mp4
4327,4,ViciousRepulsiveCowrie,sabre,fotr,middle,front_arm,1670188913,ViciousRepulsiveCowrie,cairosabre2019,sabre,male,Alin Badea,Jung Jaeseung,5,4,left,https://clips.fencingdatabase.com/cairosabre2019/ViciousRepulsiveCowrie.mp4
4328,5,ComplexViciousFantail,sabre,fotl,fotl_warning_box,torso,1670189026,ComplexViciousFantail,seoulsabre2019,sabre,female,Mariel Zagunis,Aoki Chika,8,6,left,https://clips.fencingdatabase.com/seoulsabre2019/ComplexViciousFantail.mp4
4335,13,LawfulSeparateDesertpupfish,sabre,fotr,middle,torso,1670195447,LawfulSeparateDesertpupfish,eurochamps2022,sabre,female,Martina Criscio,Larissa Eifler,7,13,right,https://clips.fencingdatabase.com/eurochamps2022/LawfulSeparateDesertpupfish.mp4
4337,15,SilentDiligentCopperhead,sabre,fotl,fotr_half,front_arm,1670195514,SilentDiligentCopperhead,cairosabre2019,sabre,female,Monica Aksamit,Irene Vecchi,3,0,left,https://clips.fencingdatabase.com/cairosabre2019/SilentDiligentCopperhead.mp4
4338,19,JovialShowyKoi,sabre,fotr,fotl_half,front_arm,1670249921,JovialShowyKoi,worldchamps2022,sabre,male,Maxime Pianfetti,Kim Junghwan,8,8,right,https://clips.fencingdatabase.com/worldchamps2022/JovialShowyKoi.mp4
4339,22,TediousDimwittedGermanshepherd,sabre,fotr,middle,head,1670255393,TediousDimwittedGermanshepherd,montrealsabre2020,sabre,male,Lu Yang,Szilagyi Aron,3,5,right,https://clips.fencingdatabase.com/montrealsabre2020/TediousDimwittedGermanshepherd.mp4
4341,25,HarmoniousHappyIcelandichorse,sabre,fotr,middle,front_arm,1670282343,HarmoniousHappyIcelandichorse,tokyoolympics2020,sabre,male,Sandro Bazadze,Oh Sanguk,4,5,right,https://clips.fencingdatabase.com/tokyoolympics2020/HarmoniousHappyIcelandichorse.mp4
4348,36,UnacceptableFoolhardyCollardlizard,sabre,fotl,middle,front_arm,1670441553,UnacceptableFoolhardyCollardlizard,algierssabre2022,sabre,female,Anne Poupinet,Rebecca Gargano,5,10,left,https://clips.fencingdatabase.com/algierssabre2022/UnacceptableFoolhardyCollardlizard.mp4
4355,47,FarBlackandwhiteCanvasback,sabre,fotr,middle,torso,1670451288,FarBlackandwhiteCanvasback,paduasabre2022,sabre,,Chloe Foxgitomer,Carlotta Fusetti,6,4,right,https://clips.fencingdatabase.com/paduasabre2022/FarBlackandwhiteCanvasback.mp4
4364,56,BelovedSmallBluejay,sabre,neither,middle,torso,1670451753,BelovedSmallBluejay,budapestsabre2021,sabre,,Eli Dershwitz,Mohammad Rahbari,6,7,right,https://clips.fencingdatabase.com/budapestsabre2021/BelovedSmallBluejay.mp4
4376,74,PeskyThankfulGerenuk,sabre,fotl,fotr_half,head,1670618814,PeskyThankfulGerenuk,eurochamps2022,sabre,male,Frederic Kindler,Michele Gallo,8,5,left,https://clips.fencingdatabase.com/eurochamps2022/PeskyThankfulGerenuk.mp4
4380,79,PlayfulPaleFoal,sabre,fotl,fotr_half,back_arm,1670622339,PlayfulPaleFoal,madridsabre2022,sabre,male,Raoul Bonah,Mayank Sharma,3,1,left,https://clips.fencingdatabase.com/madridsabre2022/PlayfulPaleFoal.mp4
4383,82,TeemingGiganticHarrierhawk,sabre,fotl,fotr_half,head,1670622987,TeemingGiganticHarrierhawk,madridsabre2022,sabre,male,Gemesi Csanad,Oh Sanguk,1,4,left,https://clips.fencingdatabase.com/madridsabre2022/TeemingGiganticHarrierhawk.mp4
4413,20,ShabbyDearestGermanwirehairedpointer,sabre,fotr,middle,front_arm,1670804356,ShabbyDearestGermanwirehairedpointer,tokyoolympics2020,sabre,female,Sofia Pozdniakova,Yang Hengyu,0,1,right,https://clips.fencingdatabase.com/tokyoolympics2020/ShabbyDearestGermanwirehairedpointer.mp4
4414,21,GregariousVacantDiscus,sabre,fotr,middle,head,1670804432,GregariousVacantDiscus,moscowwch2015,sabre,,Szilagyi Aron,Cecilia Berder,9,8,left,https://clips.fencingdatabase.com/moscowwch2015/GregariousVacantDiscus.mp4
4418,25,BrilliantBrokenBassethound,sabre,fotl,middle,front_arm,1670840556,BrilliantBrokenBassethound,tokyoolympics2020,sabre,female,Irene Vecchi,Charlotte Lembach,7,6,right,https://clips.fencingdatabase.com/tokyoolympics2020/BrilliantBrokenBassethound.mp4
4489,21,CooperativeBothHornedtoad,sabre,fotr,fotl_warning_box,front_arm,1671486589,CooperativeBothHornedtoad,moscowwch2015,sabre,,Vassiliki Vougiouka,Marton Anna,3,5,left,https://clips.fencingdatabase.com/moscowwch2015/CooperativeBothHornedtoad.mp4
4493,27,ScrawnyGreedyCirriped,sabre,fotl,middle,hand,1673209793,ScrawnyGreedyCirriped,cairosabre2019,sabre,male,Mikheil Mardaleishvili,Oh Sanguk,0,4,right,https://clips.fencingdatabase.com/cairosabre2019/ScrawnyGreedyCirriped.mp4
4495,30,InfatuatedDeficientGenet,sabre,fotl,middle,front_arm,1673209880,InfatuatedDeficientGenet,orleanssabre2021,sabre,,Iulian Teodosiu,Alexander Trushakov,10,13,right,https://clips.fencingdatabase.com/orleanssabre2021/InfatuatedDeficientGenet.mp4
4502,41,KaleidoscopicTepidBlesbok,sabre,fotr,fotr_half,torso,1673456527,KaleidoscopicTepidBlesbok,orleanssabre2021,sabre,,Larissa Eifler,Rebecca Gargano,2,2,left,https://clips.fencingdatabase.com/orleanssabre2021/KaleidoscopicTepidBlesbok.mp4
4504,43,VibrantWeepyGypsymoth,sabre,fotr,fotr_half,head,1673456631,VibrantWeepyGypsymoth,tunisiasabre2022,sabre,female,Chiara Mormile,Caroline Queroli,3,7,right,https://clips.fencingdatabase.com/tunisiasabre2022/VibrantWeepyGypsymoth.mp4
4506,45,PotableEnchantedBarbet,sabre,fotl,middle,head,1673456708,PotableEnchantedBarbet,orleanssabre2022,sabre,,Tom Seitz,Mohammad Rahbari,6,4,right,https://clips.fencingdatabase.com/orleanssabre2022/PotableEnchantedBarbet.mp4
4509,48,FaroffJovialHairstreak,sabre,fotr,fotl_half,front_arm,1673456828,FaroffJovialHairstreak,paduasabre2022,sabre,,Tatiana Nazlymov,Sevil Bunyatova,1,2,right,https://clips.fencingdatabase.com/paduasabre2022/FaroffJovialHairstreak.mp4
4510,49,FearlessRaggedDwarfmongoose,sabre,fotl,middle,head,1673456912,FearlessRaggedDwarfmongoose,cairosabre2019,sabre,male,Giovanni Repetti,,6,9,left,https://clips.fencingdatabase.com/cairosabre2019/FearlessRaggedDwarfmongoose.mp4
4511,50,FluffyReliableArctichare,sabre,fotr,middle,front_arm,1673456951,FluffyReliableArctichare,budapestsabre2019,sabre,male,Veniamin Reshetnikov,Szilagyi Aron,8,4,left,https://clips.fencingdatabase.com/budapestsabre2019/FluffyReliableArctichare.mp4
4513,53,SeriousWickedAbalone,sabre,fotl,middle,front_arm,1673457074,SeriousWickedAbalone,cairosabre2019,sabre,female,Kim Jiyeon,Teodora Kakhiani,6,1,left,https://clips.fencingdatabase.com/cairosabre2019/SeriousWickedAbalone.mp4
4520,64,DismalGlassAndeancat,sabre,fotr,middle,torso,1673920758,DismalGlassAndeancat,seoulsabre2019,sabre,male,Dmitriy Danilenko,Andrew Mackiewicz,4,3,right,https://clips.fencingdatabase.com/seoulsabre2019/DismalGlassAndeancat.mp4
4532,78,MisguidedRecklessBillygoat,sabre,fotl,middle,front_arm,1674335034,MisguidedRecklessBillygoat,cairosabre2019,sabre,male,Szilagyi Aron,Bolade Apithy,4,4,left,https://clips.fencingdatabase.com/cairosabre2019/MisguidedRecklessBillygoat.mp4
4539,92,FrenchIncompatibleCorydorascatfish,sabre,fotl,fotr_half,front_arm,1674944895,FrenchIncompatibleCorydorascatfish,cancunsabre2017,sabre,male,Gemesi Csanad,Dario Cavaliere,11,4,left,https://clips.fencingdatabase.com/cancunsabre2017/FrenchIncompatibleCorydorascatfish.mp4
4547,3,ShockingMindlessCuscus,sabre,fotl,fotr_half,head,1674945454,ShockingMindlessCuscus,orleanssabre2022,sabre,,Ali Pakdaman,Adel Almutairi,7,11,left,https://clips.fencingdatabase.com/orleanssabre2022/ShockingMindlessCuscus.mp4
4550,6,LimpingEssentialBumblebee,sabre,fotl,fotr_half,torso,1674946068,LimpingEssentialBumblebee,seoulsabre2019,sabre,female,Manon Apithy - Brunet,Laia Vila,9,5,right,https://clips.fencingdatabase.com/seoulsabre2019/LimpingEssentialBumblebee.mp4
4554,14,DeepThoseGrizzlybear,sabre,fotr,middle,head,1675111584,DeepThoseGrizzlybear,worldchamps2022,sabre,male,Daryl Homer,Fares Arfa,3,3,left,https://clips.fencingdatabase.com/worldchamps2022/DeepThoseGrizzlybear.mp4
4562,27,MagnificentFoolhardyBlackbird,sabre,fotl,middle,torso,1675504252,MagnificentFoolhardyBlackbird,cancunsabre2017,sabre,male,Riccardo Nuccio,Alberto Pellegrini,3,1,right,https://clips.fencingdatabase.com/cancunsabre2017/MagnificentFoolhardyBlackbird.mp4
4563,28,TanElectricJackal,sabre,fotr,fotl_half,front_arm,1675599741,TanElectricJackal,tunisiasabre2022,sabre,female,Carlo Di,Jeon Eunhye,3,2,right,https://clips.fencingdatabase.com/tunisiasabre2022/TanElectricJackal.mp4
4579,58,UntriedVigorousCaterpillar,sabre,fotl,middle,torso,1675985880,UntriedVigorousCaterpillar,worldchamps2022,sabre,male,Enver Yildirim,William Deary,14,12,right,https://clips.fencingdatabase.com/worldchamps2022/UntriedVigorousCaterpillar.mp4
4580,59,InformalDependableLeech,sabre,fotr,fotl_warning_box,head,1675985904,InformalDependableLeech,cancunsabre2017,sabre,male,Tiberiu Dolniceanu,William Deary,6,9,right,https://clips.fencingdatabase.com/cancunsabre2017/InformalDependableLeech.mp4
4589,69,AmusedMealyIndusriverdolphin,sabre,fotr,fotl_half,front_arm,1676054087,AmusedMealyIndusriverdolphin,orleanssabre2022,sabre,,Magda Skarbonkiewicz,Pusztai Liza,3,4,right,https://clips.fencingdatabase.com/orleanssabre2022/AmusedMealyIndusriverdolphin.mp4
4591,71,MildDelayedEnglishpointer,sabre,,fotl_half,head,1676238691,MildDelayedEnglishpointer,seoulsabre2019,sabre,female,Olga Kharlan,Emura Misaki,15,5,left,https://clips.fencingdatabase.com/seoulsabre2019/MildDelayedEnglishpointer.mp4
4606,96,CalculatingFaithfulAiredaleterrier,sabre,fotl,middle,hand,1677114699,CalculatingFaithfulAiredaleterrier,worldchamps2022,sabre,male,Musa Aymuratov,Vasyl Humen,5,8,right,https://clips.fencingdatabase.com/worldchamps2022/CalculatingFaithfulAiredaleterrier.mp4
4610,0,GargantuanJointAfricanfisheagle,sabre,fotl,fotl_half,torso,1677213581,GargantuanJointAfricanfisheagle,seoulsabre2019,sabre,female,Dina Galiakbarova,Anna Limbach,6,6,left,https://clips.fencingdatabase.com/seoulsabre2019/GargantuanJointAfricanfisheagle.mp4
